wissen ||| know
ein ||| on a
ein ||| on a magazine
ein ||| a
ein ||| a magazine
ein ||| a magazine assignment
wir ||| we
versuchte ||| talking
über ||| about
über dieses ||| about this
dieses ||| this
wissen ||| know
wissen ||| know ,
tom ||| , tom
tom ||| , tom ,
tom ||| tom
tom ||| tom ,
tom ||| tom , for
dabei ||| for most of
dabei ||| most of
dabei ||| of
seines ||| his
seines lebens ||| his life
seines lebens ||| his life he
lebens ||| life
lebens ||| life he
lebens war ||| life he was
war ||| he was
war ||| he was pretty
war ||| was
war ||| was pretty
meiste ||| pretty much
meiste ||| much
modernen ||| tormented contemporary modern
modernen ||| contemporary modern
modernen ||| contemporary modern artist
modernen ||| modern
modernen ||| modern artist
modernen ||| modern artist ,
diese ||| and dominate these
diese ||| dominate these
diese ||| dominate these sort
diese ||| these
diese ||| these sort
diese ||| these sort of
kreativen ||| of uncontrollable creative
kreativen ||| uncontrollable creative
kreativen ||| uncontrollable creative impulses
kreativen ||| creative
kreativen ||| creative impulses
kreativen ||| creative impulses that
aber ||| but
aber dann ||| but then
dann ||| then
älter ||| older
tages ||| day
tages ||| day he
wurde ||| he was
wurde ||| he was driving
wurde ||| was
wurde ||| was driving
wurde ||| was driving down
in ||| freeway in
in ||| freeway in los
in ||| in
in ||| in los
in ||| in los angeles
mir ||| he told me
mir ||| told me
mir ||| told me ,
mir ||| me
mir ||| me ,
mir ||| me , and
los ||| and this is
los ||| this is
los ||| is
erzählte ||| when
ihn ||| it
änderte ||| changed
für ||| for
für ||| for him
fuhr ||| and all
fuhr ||| all
die ||| of
inspirationen ||| into
kleines ||| his
kleines ||| his head
oft ||| head as
oft ||| head as inspiration
oft ||| as
oft ||| as inspiration
oft ||| as inspiration often
für ||| he longs for
für ||| longs for
für ||| longs for it
für ||| for
für ||| for it
für ||| for it ,
aber ||| it , but
aber ||| , but
aber ||| , but he
aber ||| but
aber ||| but he
geschwindigkeit ||| he has
geschwindigkeit ||| he has no
geschwindigkeit ||| has
geschwindigkeit ||| has no
geschwindigkeit ||| has no way
hoher ||| get
hoher ||| get it
stück ||| a piece
stück ||| a piece of
stück ||| piece
stück ||| piece of
also ||| so
er ||| he
er ||| he starts
beklemmung ||| that old anxiety
beklemmung ||| old anxiety
beklemmung ||| old anxiety start
beklemmung ||| anxiety
beklemmung ||| anxiety start
beklemmung ||| anxiety start to
in ||| in
in ||| in him
wie z.b ||| him like
wie z.b ||| like
aufsteigen ||| going
aufsteigen ||| going to
verlieren ||| to lose
verlieren ||| lose
ding ||| thing
ding ||| thing ,
und ||| , and
und ||| , and then
und ||| and
und ||| and then
und ||| and then i
werden ||| going to be
werden ||| to be
werden ||| to be haunted
werden ||| be
werden ||| be haunted
verfolgt werden ||| be haunted by
verfolgt ||| haunted by
verfolgt ||| haunted by this
verfolgt ||| by
verfolgt ||| by this
song ||| this song
song ||| this song forever
song ||| song
song ||| song forever
bin ||| 'm
bin nicht ||| 'm not
bin nicht gut ||| 'm not good
nicht ||| not
nicht gut ||| not good
nicht gut genug ||| not good enough
gut ||| good
gut genug ||| good enough
gut genug , ||| good enough ,
genug ||| enough
genug , ||| enough ,
genug , ||| enough , and
, ||| ,
, ||| , and
, ||| , and i
es ||| n't do it
es ||| do it
es ||| do it .
es ||| it
es ||| it .
es ||| it . ''
auf ||| and instead of
auf ||| instead of
auf ||| of
er ||| he
er einfach ||| he just
er einfach ||| he just stopped
einfach ||| just
einfach ||| just stopped
er ||| he
er ||| he just
er ||| he just stopped
den ||| just stopped that
den ||| stopped that
den ||| stopped that whole
den ||| that
den ||| that whole
den ||| that whole mental
etwas ||| he did something
etwas ||| did something
etwas ||| did something completely
etwas ||| something
etwas ||| something completely
er ||| he
einfach ||| just
einfach ||| just looked
einfach ||| just looked up
in den ||| up at the
in den ||| at the
in den ||| the
und ||| and
und ||| and he
und sagte ||| and he said
sagte ||| he said
sagte ||| he said ,
sagte ||| said
sagte ||| said ,
sagte ||| said , ``
du ||| , can you
du ||| can you
du nicht ||| can you not
du ||| you
du nicht ||| you not
du nicht sehen ||| you not see
nicht ||| not
nicht sehen ||| not see
sehen ||| see
dass ||| that
? ||| 'm driving ?
? ||| driving ?
? “ ||| driving ? ''
? ||| ?
? “ ||| ? ''
“ ||| ''
könnte ||| like i can
könnte ||| i can
könnte ||| can
gerade ||| down
song ||| song
song ||| song right
song ||| song right now
? ||| right now ?
? ||| now ?
? ||| ?
wirklich ||| really
willst ||| want
existieren ||| exist
einem ||| back at a
einem ||| at a
einem ||| at a more
einem ||| a
einem ||| a more
moment ||| moment
moment ||| moment when
ich mich ||| when i
ich mich ||| i
kann ||| can
kann ||| can take
kann ||| can take care
. ||| of you .
. ||| you .
. ||| .
quäle ||| go bother
quäle ||| go bother somebody
quäle ||| bother
quäle ||| bother somebody
jemand ||| somebody else
heute jemand ||| somebody else today
jemand ||| else
heute jemand ||| else today
heute ||| today
. ||| .
geh ||| go
quäle ||| bother
quäle leonard cohen.“ ||| bother leonard
quäle leonard cohen.“ ||| bother leonard cohen
leonard cohen.“ ||| leonard
leonard cohen.“ ||| leonard cohen
und ||| cohen .
und ||| cohen . ''
und ||| .
und ||| . ''
danach ||| and
danach ||| and his
danach ||| and his whole
ganzer arbeitsprozess ||| whole work process
ganzer arbeitsprozess ||| work process
ganzer arbeitsprozess ||| process
geändert ||| changed
geändert ||| changed after
sein ||| after that
sein ||| that
nicht ||| not
war ||| the work was
war ||| work was
war ||| work was still
war ||| was
war ||| was still
oft ||| as
oft ||| as dark
oft ||| as dark as
je ||| dark as ever
je ||| as ever
je ||| ever
aber ||| but
prozess ||| process
beklemmung ||| the heavy anxiety
beklemmung ||| heavy anxiety
beklemmung ||| heavy anxiety around
beklemmung ||| anxiety
beklemmung ||| anxiety around
nahm ||| took
nahm ||| took the
nahm ||| took the genie
genie ||| , the genius
genie ||| the genius
genie ||| genius
heraus ||| out
aus ||| of
aus ||| of him
nichts ||| was causing nothing
nichts ||| causing nothing
nichts ||| causing nothing but
nichts ||| nothing
nichts ||| nothing but
nichts ||| nothing but trouble
dass ||| and realized that
dass ||| realized that
dass ||| realized that this
dass ||| that
dass ||| that this
dass ||| that this did
kein ||| did n't have
kein ||| n't have
kein ||| n't have to
kein ||| have
kein ||| have to
ding ||| , tormented thing
ding ||| tormented thing
ding ||| thing
es ||| it
es konnte ||| it could
konnte ||| could
ganz ||| be
ganz ||| be this
ganz ||| be this peculiar
zusammenarbeit ||| , bizarre collaboration
zusammenarbeit ||| bizarre collaboration
zusammenarbeit ||| collaboration
art ||| kind
zwischen ||| conversation between
zwischen ||| between
und ||| and
ding ||| , external thing
ding ||| external thing
ding ||| external thing that
ding ||| thing
ding ||| thing that
war ||| that was
war ||| was
nicht ||| not
nicht ||| not quite
nicht ||| not quite tom
. ||| quite tom .
. ||| tom .
. ||| .
einmal ||| so when
einmal ||| when
gehört ||| heard
geschichte ||| story
arbeitete ||| started
arbeitete ||| started to
ein ||| a
ein bisschen ||| a little
ein bisschen ||| a little bit
bisschen ||| little
bisschen ||| little bit
bisschen die ||| little bit the
die ||| bit the
die ||| bit the way
die ||| the
die ||| the way
die ||| the way that
und ||| and
und ||| and it
und ||| and it already
mich ||| already saved me
mich ||| saved me
mich ||| saved me once
mich ||| me
mich ||| me once
diese ||| this
diese idee ||| this idea
idee ||| idea
mich ||| saved me
mich ||| saved me when
mich ||| me
mich ||| me when
und ||| , '' and
und ||| '' and
und ||| '' and i
und ||| and
und ||| and i
und ||| and i fell
mitten ||| i fell into
mitten ||| fell into
mitten ||| fell into one
mitten ||| into
mitten ||| into one
mitten ||| into one of
dass ||| of despair that
dass ||| despair that
dass ||| that
alle ||| all
alle ||| all fall
alle ||| all fall into
arbeiten ||| we 're working
arbeiten ||| 're working
arbeiten ||| 're working on
arbeiten ||| working
arbeiten ||| working on
etwas arbeiten ||| working on something
etwas ||| on something
etwas ||| on something and
etwas ||| something
etwas ||| something and
etwas ||| something and it
nicht ||| not
nicht ||| not coming
nicht ||| not coming and
du ||| coming and you
du ||| and you
du ||| and you start
du ||| you
du ||| you start
zu ||| start to
zu denken ||| start to think
zu ||| to
zu denken ||| to think
zu denken ||| to think this
denken ||| think
denken ||| think this
denken ||| think this is
schlechteste ||| be the worst
schlechteste ||| the worst
schlechteste buch ||| the worst book
schlechteste ||| worst
schlechteste buch ||| worst book
buch ||| book
je ||| ever
je ||| ever written
nicht ||| not
nicht nur ||| not just
nicht nur schlecht ||| not just bad
nur ||| just
nur schlecht ||| just bad
nur schlecht , ||| just bad ,
schlecht ||| bad
schlecht , ||| bad ,
schlecht , sondern ||| bad , but
, ||| ,
, sondern ||| , but
sondern ||| but
des schlechteste aller ||| the worst
schlechteste ||| worst
zeiten ||| book
zeiten ||| book ever
zeiten ||| book ever written
. ||| ever written .
. ||| written .
. ||| .
begann ||| started
begann zu ||| started to
begann zu denken ||| started to think
zu ||| to
zu denken ||| to think
zu denken ||| to think i
denken ||| think
denken ||| think i
sollte ||| i should
sollte ||| should
einfach ||| just
einfach einstampfen ||| just dump
einstampfen ||| dump
das ||| this
das projekt ||| this project
projekt ||| project
aber ||| but
aber dann ||| but then
dann ||| then
tom ||| remembered tom
tom ||| tom
wie ||| to
in den ||| the
und ||| air and
und ||| air and i
und ||| and
und ||| and i
und ||| and i tried
also ||| so
ich ||| i
ich ||| i just
sprach ||| face up from
sprach ||| up from
sprach ||| from
und ||| manuscript and
und ||| manuscript and i
und ||| and
und ||| and i
und ||| and i directed
ecke ||| an empty corner
ecke ||| empty corner
ecke ||| corner
einer ||| of
einer ||| of the
einer ||| of the room
. ||| the room .
. ||| room .
. ||| .
ding ||| , thing
ding ||| , thing ,
ding ||| thing
ding ||| thing ,
ding ||| thing , you
wissen ||| i both know
wissen ||| both know
wissen ||| know
dass ||| that
wenn ||| if
wenn dieses ||| if this
wenn dieses buch ||| if this book
dieses ||| this
dieses buch ||| this book
buch ||| book
sprach ||| n't brilliant
sprach ||| n't brilliant that
sprach ||| brilliant
sprach ||| brilliant that
sprach ||| brilliant that is
meine ||| entirely my
meine schuld ||| entirely my fault
meine ||| my
meine schuld ||| my fault
meine schuld ||| my fault ,
schuld ||| fault
schuld ||| fault ,
richtig ||| , right
richtig ? ||| , right ?
richtig ||| right
richtig ? ||| right ?
? ||| ?
denn ||| because
denn du ||| because you
denn du ||| because you can
du ||| you
du ||| you can
du ||| you can see
alles ||| putting everything
alles ||| putting everything i
alles ||| everything
alles ||| everything i
alles ||| everything i have
ja ||| have into this
ja ||| into this
ja ||| this
nicht ||| i do n't
nicht ||| do n't
nicht ||| do n't have
nicht ||| n't
nicht ||| n't have
nicht ||| n't have any
mehr ||| have any more
mehr ||| any more
mehr als ||| any more than
mehr ||| more
mehr als ||| more than
mehr als ||| more than this
als ||| than
als ||| than this
also ||| so
wenn ||| if
willst ||| want
es ||| it
besser ||| be better
besser ||| better
, ||| ,
, ||| , then
, ||| , then you
und ||| show up and
und ||| up and
und ||| up and do
und ||| and
und ||| and do
und deinen ||| and do your
deinen ||| do your
deinen ||| do your part
deinen ||| your
deinen ||| your part
deinen ||| your part of
der ||| part of the
der ||| of the
der ||| of the deal
der ||| the
der ||| the deal
okay ||| o.k
aber ||| but
wenn ||| if
nicht ||| n't
nicht ||| n't do
... ||| do that
... ||| that
was ||| you know what
was ||| know what
was ||| know what ,
was ||| what
was ||| what ,
teufel ||| hell
teufel damit ||| hell with
teufel damit ||| hell with it
damit ||| with
damit ||| with it
damit ||| with it .
ich ||| i
ich werde ||| i 'm
ich werde ||| i 'm going
werde ||| 'm
werde ||| 'm going
werde ||| 'm going to
schreiben ||| to keep writing
schreiben ||| keep writing
schreiben ||| writing
trotzdem ||| anyway
denn ||| because
denn das ||| because that
denn das ist ||| because that 's
das ||| that
das ist ||| that 's
das ist mein ||| that 's my
ist ||| 's
ist mein ||| 's my
ist mein job ||| 's my job
mein ||| my
mein job ||| my job
job ||| job
des ||| like the
des ||| like the record
des ||| the
des ||| the record
heute ||| reflect today
heute ||| today
dass ||| that
dass ||| that i
dass ||| that i showed
für ||| showed up for
für ||| up for
für meinen ||| up for my
für ||| for
für meinen ||| for my
für meinen teil ||| for my part
meinen ||| my
meinen teil ||| my part
teil ||| part
geben ||| of
geben ||| of the
geben ||| of the job
denn ||| because
denn ... ... ||| because --
... ... ||| --
in ||| in
ende ||| end
es ||| it
wie ||| like
wie ||| like this
vor ||| -- centuries ago
vor ||| centuries ago
vor ||| centuries ago in
vor ||| ago
vor ||| ago in
vor ||| ago in the
menschen ||| africa , people
menschen ||| , people
menschen ||| , people used
menschen ||| people
menschen ||| people used
heiligen ||| dances of sacred
heiligen ||| of sacred
heiligen ||| of sacred dance
heiligen ||| sacred
heiligen ||| sacred dance
und ||| dance and
und ||| dance and music
und ||| and
und ||| and music
und ||| and music that
sie ||| they
immer ||| always
immer ||| always magnificent
die ||| the
fantastisch ||| they were terrific
fantastisch ||| were terrific
fantastisch ||| were terrific ,
fantastisch ||| terrific
fantastisch ||| terrific ,
fantastisch ||| terrific , right
aber ||| but
aber ||| but every
aber ||| but every once
einer ||| once in a
einer ||| in a
einer ||| in a while
einer ||| a
einer ||| a while
sehr ||| very
sehr ||| very rarely
sehr ||| very rarely ,
etwas ||| rarely , something
etwas ||| , something
etwas ||| something
und ||| happen , and
und ||| , and
